year,month,day,statefips,emp,emp_incq1,emp_incq2,emp_incq3,emp_incq4,emp_incmiddle,emp_incbelowmed,emp_incabovemed,emp_ss40,emp_ss60,emp_ss65,emp_ss70
2021,5,21,28,0.0954,0.121,0.0863,0.0399,0.0482,0.0649,0.113,0.0431,0.128,0.101,0.193,0.0584
2021,5,21,29,-0.0372,-0.152,-0.0274,-0.0159,0.0523,-0.0216,-0.0845,0.0122,-0.00636,0.0855,-0.0959,-0.22
2021,5,21,30,0.0458,0.0877,0.0943,-0.0097,0.0126,0.0415,0.0917,-0.00173,0.195,0.0536,-0.0941,0.0522
2021,5,21,31,-0.0344,-0.163,0.00056,0.0311,-0.0297,0.0156,-0.0718,0.00522,-0.168,0.0862,-0.0842,-0.304
2021,5,21,32,-0.0702,-0.157,-0.0736,-0.0364,0.00574,-0.0567,-0.111,-0.0183,-0.015,0.00754,-0.0425,-0.245
2021,5,21,33,-0.031,-0.115,-0.0273,-0.00316,-0.000583,-0.0152,-0.0601,-0.00219,0.0155,0.0104,-0.111,-0.05
2021,5,21,34,-0.0505,-0.192,0.013,-0.0302,-0.02,-0.00893,-0.0792,-0.0251,-0.0653,0.0263,-0.0913,-0.0977
2021,5,21,35,-0.0134,-0.0652,-0.000261,0.0536,-0.0306,0.0212,-0.0323,0.0208,0.0454,-0.0587,-0.132,-0.127
2021,5,21,36,-0.0897,-0.242,-0.083,-0.0708,-0.0408,-0.0773,-0.127,-0.0572,-0.0901,-0.00487,-0.126,-0.226
2021,5,21,37,0.00139,-0.108,0.0197,0.0463,0.0968,0.0319,-0.0445,0.0667,-0.0273,0.0545,-0.000298,-0.159
2021,5,21,38,-0.1,-0.15,-0.179,-0.0102,-0.087,-0.0925,-0.169,-0.0407,-0.124,-0.225,-0.0094,-0.17307094682159943
2021,5,21,39,-0.018,-0.0812,-0.011,0.0177,0.0348,0.00206,-0.0465,0.0243,0.00262,0.0749,-0.0397,-0.101
2021,5,21,40,-0.0577,-0.116,-0.0575,-0.0238,-0.00577,-0.0418,-0.0871,-0.0167,-0.0811,0.0303,-0.0959,-0.0872
2021,5,21,41,-0.0572,-0.201,-0.0661,-0.0305,-0.0158,-0.0498,-0.0928,-0.0248,-0.0777,0.00756,-0.0472,-0.129
2021,5,21,42,-0.0327,-0.111,-0.0262,-0.00259,0.0193,-0.0144,-0.0678,0.00677,-0.0193,0.0649,0.0139,-0.275
2021,5,21,44,-0.0857,-0.267,-0.0895,-0.0199,0.00668,-0.0556,-0.16,-0.00922,0.0182,-0.0519,-0.153,-0.216
2021,5,21,45,0.00442,-0.0522,-0.0209,0.0458,0.0933,0.00842,-0.0359,0.0645,0.0622,0.134,-0.00322,-0.117
2021,5,21,46,0.0726,0.0366,-0.00769,0.204,0.0991,0.0802,0.011,0.16,-0.038187085440496114,0.0567,-0.07295280555169754,-0.109
2021,5,21,47,-0.00456,-0.0109,-0.027,0.0138,0.0173,-0.00836,-0.0193,0.0152,-0.0276,0.0113,-0.0144,-0.0603
2021,5,21,48,-0.0723,-0.119,-0.0552,-0.0601,-0.048,-0.0575,-0.087,-0.0545,-0.0882,-0.00604,-0.063,-0.214
2021,5,21,49,-0.0419,-0.0837,-0.0116,-0.0485,-0.0482,-0.0277,-0.036,-0.0484,-0.119,0.0118,-0.071,-0.118
2021,5,21,50,-0.0972,-0.304,-0.155,0.0139,-0.0189,-0.0838,-0.183,0.00354,-0.000511,-0.0715,0.0409,-0.396
2021,5,21,51,-0.0395,-0.112,-0.0595,-0.0183,0.00409,-0.0378,-0.0828,-0.00655,-0.0142,0.0156,-0.0778,-0.188
2021,5,21,53,-0.105,-0.284,-0.173,-0.0826,-0.0357,-0.127,-0.181,-0.0612,-0.0875,0.0111,-0.153,-0.211
2021,5,21,54,-0.113,-0.126,-0.126,-0.0649,-0.101,-0.102,-0.126,-0.079,0.0602,-0.0373,-0.168,-0.168
2021,5,21,55,-0.0473,-0.139,-0.0384,-0.000257,-0.00858,-0.0196,-0.0841,-0.00331,-0.0427,0.076,-0.0647,-0.222
2021,5,21,56,0.175,0.297,0.0768,0.181,0.159,0.134,0.18,0.171,0.359,-0.0326,0.149,0.154
2021,5,28,1,-0.0708,-0.194,0.0472,-0.0746,-0.0316,-0.0131,-0.08,-0.0584,-0.13,-0.155,-0.0623,-0.197
2021,5,28,2,0.101,-0.168,0.142,0.102,0.124,0.124,0.0869,0.112,0.278,0.235,0.165,0.0258
2021,5,28,4,-0.0706,-0.159,-0.0326,-0.0865,-0.0168,-0.0558,-0.0804,-0.0582,-0.0903,-0.0109,-0.0977,-0.178
2021,5,28,5,-0.0177,-0.11,0.0555,0.0192,0.016,0.0393,-0.0381,0.0179,-0.0459,0.0423,-0.00631,-0.0503
2021,5,28,6,-0.0848,-0.233,-0.0879,-0.0903,-0.0367,-0.089,-0.109,-0.0656,-0.0787,-0.00659,-0.101,-0.211
2021,5,28,8,-0.059,-0.187,-0.0651,-0.0578,-0.0103,-0.0612,-0.0963,-0.0358,-0.0769,0.0163,-0.108,-0.176
2021,5,28,9,-0.0431,-0.142,-0.0316,-0.0512,-0.00489,-0.0416,-0.0604,-0.0306,-0.0556,0.0203,-0.123,-0.13
2021,5,28,10,0.0167,-0.0861,0.0298,0.062,0.0533,0.0456,-0.0226,0.0581,0.0446,0.0489,0.0461,-0.000289
2021,5,28,11,-0.135,-0.219,-0.276,-0.106,-0.0592,-0.189,-0.268,-0.0777,-0.0521,-0.0463,-0.108,-0.395
2021,5,28,12,-0.0347,-0.0852,-0.0466,-0.0184,0.0296,-0.0336,-0.0637,0.00121,-0.0172,0.0168,-0.0484,-0.116
2021,5,28,13,-0.0486,-0.0988,-0.0633,-0.0346,0.00915,-0.0492,-0.0805,-0.0143,-0.008,0.0305,-0.0575,-0.197
2021,5,28,15,-0.218,-0.0315,-0.371,-0.181,-0.0872,-0.315,-0.269,-0.133,-0.0217,-0.00212,-0.167,-0.513
2021,5,28,16,0.0998,-0.181,0.23,0.162,0.0587,0.203,0.0846,0.122,-0.038187085440496114,0.195,-0.0241,-0.465
2021,5,28,17,-0.0713,-0.24,-0.0276,-0.0627,-0.0293,-0.0442,-0.0996,-0.0466,-0.0744,-0.00803,-0.0986,-0.227
2021,5,28,18,-0.00894,-0.0619,-0.029,0.0396,0.0327,0.00272,-0.0438,0.037,0.07,0.153,-0.0405,-0.0964
2021,5,28,19,-0.0552,-0.0373,-0.0913,-0.0579,-0.0276,-0.0748,-0.0621,-0.0459,-0.253,0.0467,-0.0192,-0.217
2021,5,28,20,0.00567,0.0476,0.0291,-0.0103,-0.0559,0.01,0.037,-0.0289,0.0364,0.0816,-0.132,-0.17307094682159943
2021,5,28,21,-0.0404,-0.0583,-0.0384,-0.0386,-0.0128,-0.0385,-0.0482,-0.0288,-0.0216,0.0294,-0.0579,-0.0764
2021,5,28,22,-0.063,-0.093,-0.0717,-0.04,-0.0168,-0.0566,-0.084,-0.0306,-0.0659,-0.00666,-0.0509,-0.215
2021,5,28,23,0.0316,-0.149,0.0427,0.0634,0.116,0.0518,-0.00874,0.0797,0.0729,0.0738,-0.0164,0.0787
2021,5,28,24,-0.0407,-0.16,-0.0394,-0.0287,0.0152,-0.0341,-0.0829,-0.0071,-0.0623,0.0134,-0.0723,-0.21
2021,5,28,25,-0.0461,-0.219,-0.0261,-0.0464,-0.0148,-0.0366,-0.0699,-0.0312,-0.0602,0.0235,-0.109,-0.065
2021,5,28,26,-0.0305,-0.168,0.00286,0.011,0.0282,0.00675,-0.0729,0.0181,-0.0146,0.0619,-0.0468,-0.209
2021,5,28,27,-0.0528,-0.173,-0.0655,-0.0308,0.00121,-0.0471,-0.101,-0.017,-0.075,0.00452,-0.0638,-0.228
2021,5,28,28,0.0968,0.133,0.0885,0.0139,0.0262,0.0541,0.122,0.0186,0.157,0.0951,0.18,0.0646
2021,5,28,29,-0.0336,-0.148,-0.0166,-0.0191,0.0543,-0.0179,-0.0765,0.0111,-0.0041,0.0876,-0.0986,-0.206
2021,5,28,30,0.0462,0.0793,0.115,-0.0234,0.0129,0.0447,0.101,-0.0104,0.186,0.0549,-0.0844,0.0659
2021,5,28,31,-0.0311,-0.147,0.00554,0.0282,-0.0345,0.0167,-0.0618,0.0015,-0.172,0.0883,-0.087,-0.289
2021,5,28,32,-0.0689,-0.159,-0.0676,-0.0381,0.00889,-0.0542,-0.109,-0.0179,-0.0152,0.00977,-0.049,-0.238
2021,5,28,33,-0.0213,-0.102,-0.00721,-0.00076,0.000672,-0.00398,-0.0425,-0.00022,0.0248,0.0141,-0.108,-0.0281
2021,5,28,34,-0.0489,-0.187,0.0227,-0.0366,-0.0211,-0.00747,-0.0714,-0.0289,-0.0623,0.0285,-0.0953,-0.0782
2021,5,28,35,-0.00909,-0.0538,0.00564,0.0393,-0.0169,0.0191,-0.0237,0.0174,0.0376,-0.0559,-0.125,-0.11
2021,5,28,36,-0.0855,-0.236,-0.0695,-0.0742,-0.0413,-0.0717,-0.116,-0.0593,-0.0855,0.000197,-0.131,-0.212
2021,5,28,37,0.00308,-0.105,0.0247,0.0452,0.0939,0.0341,-0.0403,0.0649,-0.0288,0.0606,-0.000425,-0.154
2021,5,28,38,-0.0937,-0.151,-0.171,-0.00185,-0.0791,-0.0845,-0.165,-0.0325,-0.11,-0.216,-0.0166,-0.17307094682159943
2021,5,28,39,-0.0158,-0.0757,-0.00465,0.0127,0.0343,0.00325,-0.0406,0.021,0.00518,0.0769,-0.0429,-0.0989
2021,5,28,40,-0.0561,-0.112,-0.0545,-0.0254,-0.00717,-0.0409,-0.0833,-0.0182,-0.0765,0.0336,-0.0936,-0.0882
2021,5,28,41,-0.0532,-0.201,-0.0576,-0.0309,-0.0118,-0.0454,-0.0859,-0.0235,-0.0758,0.0127,-0.0436,-0.121
2021,5,28,42,-0.0306,-0.108,-0.017,-0.00751,0.0201,-0.0123,-0.0616,0.00427,-0.0198,0.0668,0.0173,-0.266
2021,5,28,44,-0.0789,-0.261,-0.0715,-0.0226,0.0109,-0.0476,-0.146,-0.00908,0.0272,-0.0421,-0.149,-0.202
2021,5,28,45,0.00428,-0.0491,-0.0145,0.0345,0.0916,0.00705,-0.0311,0.057,0.0598,0.131,-0.00599,-0.105
2021,5,28,46,0.0698,0.0331,0.015,0.171,0.09,0.0795,0.0227,0.137,-0.038187085440496114,0.0663,-0.07295280555169754,-0.11
2021,5,28,47,-0.00102,-0.00461,-0.0153,0.00595,0.0189,-0.00555,-0.0102,0.0113,-0.0275,0.0153,-0.0068,-0.0574
2021,5,28,48,-0.0701,-0.109,-0.0502,-0.0666,-0.0493,-0.0579,-0.0796,-0.0586,-0.0876,-0.000742,-0.0634,-0.207
2021,5,28,49,-0.0365,-0.0755,0.00521,-0.0579,-0.0455,-0.0222,-0.0221,-0.0524,-0.112,0.0185,-0.064,-0.108
2021,5,28,50,-0.0876,-0.294,-0.136,0.00932,-0.0051,-0.0751,-0.167,0.00477,0.0183,-0.0637,0.0391,-0.378
2021,5,28,51,-0.0378,-0.105,-0.0522,-0.0237,0.00432,-0.0372,-0.0756,-0.00896,-0.0108,0.0155,-0.0785,-0.18
2021,5,28,53,-0.103,-0.273,-0.167,-0.0864,-0.0328,-0.126,-0.175,-0.0619,-0.0862,0.0135,-0.153,-0.205
2021,5,28,54,-0.111,-0.125,-0.12,-0.0821,-0.0741,-0.105,-0.123,-0.0789,0.0539,-0.0311,-0.153,-0.161
2021,5,28,55,-0.0455,-0.133,-0.0288,-0.00557,-0.0144,-0.0173,-0.0762,-0.00881,-0.0382,0.0784,-0.0669,-0.224
2021,5,28,56,0.177,0.321,0.0738,0.191,0.137,0.138,0.19,0.167,0.366,-0.0264,0.114,0.193
2021,6,4,1,-0.0671,-0.181,0.0527,-0.0836,-0.0272,-0.0147,-0.0706,-0.0623,-0.123,-0.145,-0.0644,-0.173
2021,6,4,2,0.117,-0.189,0.182,0.11,0.127,0.149,0.115,0.118,0.282,0.253,0.159,0.0662
2021,6,4,4,-0.0697,-0.161,-0.0246,-0.0937,-0.0152,-0.0543,-0.0759,-0.0619,-0.0907,-0.00387,-0.0986,-0.179
2021,6,4,5,-0.019,-0.114,0.0507,0.016,0.0302,0.0352,-0.0422,0.0215,-0.0527,0.0443,-0.00543,-0.0432
2021,6,4,6,-0.0856,-0.233,-0.0878,-0.0925,-0.0372,-0.0899,-0.109,-0.0671,-0.082,-0.00763,-0.106,-0.205
2021,6,4,8,-0.0545,-0.19,-0.0511,-0.0584,-0.00668,-0.055,-0.0867,-0.0344,-0.077,0.0202,-0.109,-0.152
2021,6,4,9,-0.0404,-0.135,-0.0253,-0.0525,-0.00351,-0.0391,-0.0538,-0.0307,-0.0525,0.0202,-0.122,-0.108
2021,6,4,10,0.0204,-0.0828,0.0369,0.0593,0.0608,0.0479,-0.0172,0.06,0.0516,0.0514,0.0489,0.013
2021,6,4,11,-0.132,-0.233,-0.27,-0.0955,-0.0594,-0.181,-0.265,-0.0737,-0.0317,-0.045,-0.108,-0.382
2021,6,4,12,-0.0347,-0.089,-0.0435,-0.0217,0.0347,-0.0335,-0.0637,0.00131,-0.0151,0.0199,-0.0556,-0.114
2021,6,4,13,-0.0465,-0.0902,-0.061,-0.0413,0.0139,-0.0513,-0.0752,-0.0156,-0.00394,0.027,-0.0574,-0.189
2021,6,4,15,-0.215,-0.0112,-0.383,-0.179,-0.0668,-0.323,-0.271,-0.122,-0.0238,0.0116,-0.199,-0.498
2021,6,4,16,0.0972,-0.188,0.233,0.156,0.0528,0.203,0.0843,0.116,-0.038187085440496114,0.199,-0.0144,-0.469
2021,6,4,17,-0.0687,-0.24,-0.0225,-0.0644,-0.0238,-0.0424,-0.0962,-0.0448,-0.0762,-0.00273,-0.1,-0.217
2021,6,4,18,-0.00936,-0.0646,-0.0286,0.0357,0.04,0.00119,-0.0447,0.0373,0.0723,0.15,-0.0426,-0.0933
2021,6,4,19,-0.0596,-0.0657,-0.0711,-0.0671,-0.0192,-0.0691,-0.0682,-0.0481,-0.267,0.0538,-0.0322,-0.22
2021,6,4,20,0.0084,0.0395,0.0414,-0.0113,-0.0502,0.0159,0.0406,-0.0271,0.0406,0.0918,-0.138,-0.17307094682159943
2021,6,4,21,-0.041,-0.0649,-0.0363,-0.0404,-0.00584,-0.0381,-0.0503,-0.0272,-0.0323,0.0386,-0.0654,-0.0642
2021,6,4,22,-0.0635,-0.0909,-0.0759,-0.0431,-0.0132,-0.0603,-0.0845,-0.031,-0.0684,-0.0104,-0.0504,-0.21
2021,6,4,23,0.049,-0.141,0.069,0.0713,0.139,0.07,0.0128,0.0922,0.08,0.0889,-0.0117,0.141
2021,6,4,24,-0.0396,-0.16,-0.0348,-0.0346,0.0204,-0.0347,-0.0799,-0.00755,-0.0609,0.0139,-0.0728,-0.198
2021,6,4,25,-0.0393,-0.212,-0.00957,-0.0453,-0.0116,-0.028,-0.0555,-0.0291,-0.0587,0.0261,-0.0996,-0.035
2021,6,4,26,-0.0272,-0.167,0.0161,0.00833,0.0274,0.0124,-0.0651,0.0162,-0.014,0.0609,-0.0469,-0.187
2021,6,4,27,-0.0475,-0.169,-0.0566,-0.0285,0.00696,-0.0417,-0.0935,-0.0132,-0.0731,0.0112,-0.0604,-0.21
2021,6,4,28,0.0745,0.102,0.0937,-0.0187,0.0184,0.0418,0.1,-0.00448,0.035,0.0924,0.173,0.0698
2021,6,4,29,-0.031,-0.146,-0.00773,-0.0224,0.058,-0.0152,-0.071,0.0107,-0.00245,0.0901,-0.0967,-0.196
2021,6,4,30,0.0468,0.0726,0.139,-0.0281,-0.00941,0.0543,0.113,-0.0214,0.194,0.032,-0.0649,0.0833
2021,6,4,31,-0.0232,-0.133,0.0144,0.0308,-0.0275,0.0225,-0.0507,0.00595,-0.159,0.0938,-0.085,-0.276
2021,6,4,32,-0.066,-0.17,-0.0555,-0.0345,0.0136,-0.046,-0.107,-0.0138,-0.0191,0.0125,-0.0514,-0.231
2021,6,4,33,-0.0148,-0.0939,0.00424,0.000608,0.00586,0.00242,-0.0323,0.00259,0.0264,0.0166,-0.105,-0.0141
2021,6,4,34,-0.0457,-0.184,0.0312,-0.0388,-0.0175,-0.00435,-0.0653,-0.0282,-0.0608,0.0345,-0.0964,-0.0595
2021,6,4,35,-0.00778,-0.0518,0.0105,0.0241,0.000219,0.0159,-0.0202,0.0148,0.0384,-0.0761,-0.126,-0.0974
2021,6,4,36,-0.0804,-0.231,-0.0583,-0.0756,-0.0367,-0.0664,-0.106,-0.058,-0.0832,0.00774,-0.128,-0.195
2021,6,4,37,0.00508,-0.104,0.0326,0.0398,0.0994,0.0359,-0.0362,0.0638,-0.0299,0.0639,0.00386,-0.147
2021,6,4,38,-0.0998,-0.189,-0.168,-0.00235,-0.0844,-0.0832,-0.175,-0.0349,-0.119,-0.208,-0.0172,-0.17307094682159943
2021,6,4,39,-0.0141,-0.0756,0.00176,0.0103,0.0365,0.00567,-0.0373,0.0204,0.00545,0.0787,-0.0471,-0.0932
2021,6,4,40,-0.0513,-0.11,-0.0511,-0.0265,0.0139,-0.0396,-0.0806,-0.0106,-0.0688,0.047,-0.0885,-0.0936
2021,6,4,41,-0.0504,-0.199,-0.0564,-0.0283,-0.00472,-0.0436,-0.0847,-0.0192,-0.071,0.02,-0.0407,-0.119
2021,6,4,42,-0.0288,-0.113,-0.0047,-0.0138,0.0267,-0.00926,-0.0575,0.00347,-0.0251,0.0754,0.0118,-0.257
2021,6,4,44,-0.0742,-0.263,-0.0518,-0.0257,0.0112,-0.0391,-0.135,-0.0108,0.038,-0.0351,-0.15,-0.187
2021,6,4,45,0.00165,-0.0526,-0.0139,0.0249,0.0952,0.00311,-0.0325,0.0525,0.0583,0.127,-0.00992,-0.102
2021,6,4,46,0.0726,-0.00597,0.048,0.151,0.125,0.0905,0.0252,0.14,-0.038187085440496114,0.0834,-0.07295280555169754,-0.126
2021,6,4,47,0.00208,-0.00453,-0.00823,-0.000458,0.0338,-0.00467,-0.00647,0.0135,-0.026,0.0244,-0.0125,-0.0533
2021,6,4,48,-0.0688,-0.108,-0.047,-0.0701,-0.045,-0.0579,-0.0773,-0.0585,-0.0836,-0.0027,-0.0627,-0.203
2021,6,4,49,-0.0344,-0.0848,0.0146,-0.0579,-0.0427,-0.0169,-0.019,-0.0513,-0.117,0.0209,-0.0575,-0.107
2021,6,4,50,-0.0769,-0.288,-0.115,0.00421,0.0116,-0.0648,-0.148,0.00655,0.0359,-0.0516,0.0387,-0.354
2021,6,4,51,-0.0347,-0.1,-0.0465,-0.0209,0.0043,-0.033,-0.0702,-0.00763,-0.00692,0.0174,-0.077,-0.169
2021,6,4,53,-0.102,-0.266,-0.166,-0.0862,-0.0317,-0.126,-0.174,-0.0613,-0.0839,0.0122,-0.151,-0.203
2021,6,4,54,-0.108,-0.124,-0.106,-0.0976,-0.0545,-0.103,-0.118,-0.0807,0.0496,-0.0272,-0.141,-0.155
2021,6,4,55,-0.0434,-0.13,-0.0223,-0.0114,-0.00821,-0.0169,-0.0712,-0.0102,-0.0335,0.0832,-0.0721,-0.218
2021,6,4,56,0.176,0.32,0.0556,0.217,0.121,0.144,0.18,0.173,0.336,-0.0207,0.0941,0.202
2021,6,11,1,-0.0614,-0.172,0.0484,-0.0685,-0.0265,-0.00941,-0.0678,-0.0527,-0.116,-0.141,-0.0738,-0.124
2021,6,11,2,0.137,-0.206,0.227,0.124,0.133,0.179,0.15,0.128,0.282,0.274,0.154,0.121
2021,6,11,4,-0.0703,-0.165,-0.0226,-0.0949,-0.0161,-0.0537,-0.076,-0.063,-0.0877,-0.00742,-0.0961,-0.179
2021,6,11,5,-0.0264,-0.112,0.0367,0.000781,0.0232,0.0207,-0.047,0.00947,-0.0819,0.0421,-0.00719,-0.043
2021,6,11,6,-0.085,-0.232,-0.0867,-0.092,-0.0376,-0.0891,-0.108,-0.067,-0.0819,-0.00686,-0.11,-0.193
2021,6,11,8,-0.0506,-0.188,-0.0427,-0.0572,-0.00353,-0.0505,-0.0798,-0.0324,-0.0764,0.0253,-0.109,-0.133
2021,6,11,9,-0.0349,-0.122,-0.0182,-0.0473,-0.00275,-0.033,-0.0451,-0.0275,-0.0459,0.028,-0.121,-0.0759
2021,6,11,10,0.0266,-0.081,0.0559,0.0638,0.0575,0.0597,-0.00608,0.061,0.0527,0.0639,0.0576,0.0155
2021,6,11,11,-0.124,-0.211,-0.258,-0.082,-0.0591,-0.168,-0.252,-0.0682,-0.0279,-0.0373,-0.0969,-0.361
2021,6,11,12,-0.0338,-0.0939,-0.0416,-0.0181,0.0373,-0.0308,-0.0647,0.00453,-0.0177,0.0226,-0.0553,-0.111
2021,6,11,13,-0.0441,-0.0846,-0.0555,-0.0451,0.0161,-0.0504,-0.0696,-0.0166,-0.000612,0.0259,-0.055,-0.177
2021,6,11,15,-0.204,-0.022,-0.382,-0.12,-0.0542,-0.305,-0.273,-0.0868,-0.0255,0.00793,-0.21,-0.483
2021,6,11,16,0.111,-0.18,0.263,0.149,0.0645,0.219,0.107,0.116,-0.038187085440496114,0.224,0.0126,-0.469
2021,6,11,17,-0.0661,-0.236,-0.0218,-0.0627,-0.0187,-0.0412,-0.0944,-0.0415,-0.0786,0.00734,-0.108,-0.208
2021,6,11,18,-0.00909,-0.0665,-0.0302,0.0399,0.0408,0.00225,-0.0465,0.0402,0.075,0.152,-0.0426,-0.0974
2021,6,11,19,-0.0618,-0.0754,-0.0809,-0.061,-0.00898,-0.071,-0.0779,-0.0403,-0.262,0.0661,-0.0529,-0.228
2021,6,11,20,0.0124,0.0482,0.042,-0.00906,-0.0436,0.0172,0.0446,-0.0231,0.0478,0.0968,-0.146,-0.17307094682159943
2021,6,11,21,-0.0399,-0.0636,-0.0368,-0.0437,0.00516,-0.0399,-0.0499,-0.0251,-0.0333,0.0581,-0.0841,-0.0593
2021,6,11,22,-0.0648,-0.0963,-0.0757,-0.0426,-0.0105,-0.06,-0.0876,-0.0296,-0.0691,-0.0162,-0.0518,-0.212
2021,6,11,23,0.0689,-0.126,0.0946,0.0955,0.139,0.095,0.0355,0.109,0.0964,0.115,-0.0061,0.215
2021,6,11,24,-0.0375,-0.154,-0.0296,-0.0344,0.0191,-0.032,-0.0745,-0.00807,-0.0598,0.0173,-0.0704,-0.188
2021,6,11,25,-0.0333,-0.206,0.00261,-0.0404,-0.0109,-0.0196,-0.0447,-0.0262,-0.0553,0.0309,-0.105,-0.00681
2021,6,11,26,-0.0236,-0.162,0.0181,0.0124,0.0308,0.0154,-0.0616,0.02,-0.0053,0.0621,-0.0503,-0.159
2021,6,11,27,-0.042,-0.157,-0.051,-0.0252,0.0117,-0.0373,-0.0858,-0.00924,-0.0726,0.0156,-0.0553,-0.193
2021,6,11,28,0.0667,0.0904,0.102,-0.0321,0.0145,0.0402,0.0932,-0.0142,0.0022,0.102,0.143,0.0698
2021,6,11,29,-0.0291,-0.143,9.89e-05,-0.0256,0.057,-0.013,-0.0651,0.00844,-0.0032,0.0926,-0.0949,-0.186
2021,6,11,30,0.0522,0.0479,0.16,-0.00838,-0.0219,0.0745,0.115,-0.0132,0.187,0.0238,-0.0413,0.0955
2021,6,11,31,-0.0129,-0.127,0.0249,0.0442,-0.0162,0.0344,-0.0425,0.0185,-0.143,0.113,-0.0841,-0.269
2021,6,11,32,-0.0635,-0.172,-0.0465,-0.0351,0.0165,-0.0414,-0.104,-0.0129,-0.0229,0.0163,-0.0431,-0.233
2021,6,11,33,-0.00789,-0.0812,0.0176,0.00264,0.00452,0.0101,-0.0192,0.00334,0.021,0.0225,-0.0983,0.000103
2021,6,11,34,-0.039,-0.173,0.0404,-0.0339,-0.0147,0.00268,-0.0555,-0.0244,-0.0604,0.0421,-0.0936,-0.0197
2021,6,11,35,-0.000857,-0.0421,0.0189,0.0285,0.0013,0.0227,-0.0112,0.0179,0.041,-0.0822,-0.121,-0.0863
2021,6,11,36,-0.0754,-0.227,-0.0501,-0.0722,-0.0333,-0.0604,-0.0994,-0.0546,-0.0772,0.0183,-0.128,-0.178
2021,6,11,37,0.00772,-0.101,0.041,0.0417,0.093,0.0413,-0.0306,0.0624,-0.0263,0.0778,0.00384,-0.145
2021,6,11,38,-0.109,-0.215,-0.154,-0.0274,-0.0894,-0.0894,-0.175,-0.052,-0.138,-0.223,-0.0159,-0.17307094682159943
2021,6,11,39,-0.0122,-0.0772,0.00811,0.0118,0.0376,0.0098,-0.035,0.0217,0.00754,0.082,-0.0489,-0.0935
2021,6,11,40,-0.0487,-0.113,-0.0395,-0.0292,0.019,-0.0347,-0.0763,-0.0102,-0.0689,0.0595,-0.0832,-0.106
2021,6,11,41,-0.0479,-0.196,-0.053,-0.0254,-0.0049,-0.0404,-0.0813,-0.0175,-0.0615,0.0221,-0.0421,-0.113
2021,6,11,42,-0.0276,-0.109,-0.00193,-0.0175,0.0292,-0.0097,-0.0542,0.00242,-0.0269,0.0812,0.00409,-0.249
2021,6,11,44,-0.0694,-0.256,-0.0404,-0.0179,-0.00147,-0.0294,-0.126,-0.0113,0.044,-0.0293,-0.16,-0.17
2021,6,11,45,0.00457,-0.0574,-0.00948,0.0339,0.0998,0.00957,-0.0325,0.0598,0.0748,0.136,-0.00201,-0.114
2021,6,11,46,0.0821,0.00734,0.047,0.189,0.111,0.106,0.0302,0.156,-0.038187085440496114,0.0852,-0.07295280555169754,-0.122
2021,6,11,47,0.00711,-0.00215,-0.00332,0.00498,0.0426,0.000477,-0.00276,0.0204,-0.0126,0.0305,-0.0166,-0.0495
2021,6,11,48,-0.0682,-0.111,-0.0414,-0.0695,-0.0458,-0.0547,-0.0762,-0.0585,-0.0798,-0.000769,-0.0646,-0.204
2021,6,11,49,-0.035,-0.0982,0.0147,-0.0545,-0.0391,-0.0154,-0.0235,-0.0477,-0.129,0.0236,-0.0585,-0.113
2021,6,11,50,-0.0664,-0.274,-0.0996,0.0117,0.0114,-0.0528,-0.133,0.0116,0.0521,-0.0431,0.0416,-0.336
2021,6,11,51,-0.0314,-0.095,-0.0421,-0.0169,0.00472,-0.0289,-0.0654,-0.00556,-0.00152,0.0199,-0.0722,-0.16
2021,6,11,53,-0.103,-0.252,-0.169,-0.0838,-0.0375,-0.126,-0.175,-0.0626,-0.08,0.0115,-0.149,-0.199
2021,6,11,54,-0.11,-0.121,-0.129,-0.0789,-0.0653,-0.11,-0.124,-0.0736,0.036,-0.0306,-0.138,-0.151
2021,6,11,55,-0.0405,-0.124,-0.0203,-0.0113,-0.00342,-0.0158,-0.0674,-0.00839,-0.0336,0.101,-0.0808,-0.204
2021,6,11,56,0.177,0.307,0.0552,0.217,0.137,0.144,0.173,0.181,0.352,-0.0131,0.0996,0.177
2021,6,18,1,-0.055,-0.163,0.0527,-0.0579,-0.0274,-0.00202,-0.0614,-0.0464,-0.106,-0.142,-0.0694,-0.12
2021,6,18,2,0.143,-0.187,0.227,0.134,0.138,0.184,0.153,0.136,0.293,0.288,0.149,0.13
2021,6,18,4,-0.0698,-0.164,-0.0243,-0.0915,-0.0154,-0.0532,-0.077,-0.0607,-0.0787,-0.0138,-0.101,-0.174
2021,6,18,5,-0.0339,-0.11,0.0237,-0.00934,0.00806,0.00897,-0.0519,-0.00258,-0.112,0.0417,-0.00395,-0.0503
2021,6,18,6,-0.0815,-0.229,-0.0808,-0.0893,-0.0365,-0.0846,-0.103,-0.065,-0.0772,-0.0014,-0.11,-0.182
2021,6,18,8,-0.0471,-0.184,-0.0406,-0.0516,-0.00119,-0.0465,-0.0773,-0.0283,-0.0709,0.0305,-0.112,-0.118
2021,6,18,9,-0.0322,-0.116,-0.0123,-0.0451,-0.00484,-0.0289,-0.0392,-0.0272,-0.0399,0.0335,-0.125,-0.0592
