year,month,day,cityid,emp,emp_incq1,emp_incq2,emp_incq3,emp_incq4,emp_incmiddle,emp_incbelowmed,emp_incabovemed
2021,2,5,31,-0.0931,-0.157,-0.0976,-0.0439,-0.035,-0.0709,-0.13,-0.0405
2021,2,5,32,-0.0501,-0.137,-0.0142,0.0402,-0.0571,0.00734,-0.0774,0.00383
2021,2,5,33,-0.0877,-0.219,-0.074,-0.0229,-0.0257,-0.0541,-0.129,-0.024
2021,2,5,34,-0.0246,-0.236,-0.0311,0.00163,0.0629,-0.0195,-0.0603,0.0241
2021,2,5,35,-0.0927,-0.299,-0.128,-0.0686,-0.03,-0.1,-0.152,-0.0505
2021,2,5,36,-0.107,-0.221,-0.172,-0.0861,-0.00748,-0.125,-0.193,-0.046
2021,2,5,37,-0.137,-0.271,-0.15,-0.105,0.00841,-0.127,-0.207,-0.0589
2021,2,5,38,-0.0743,-0.0772,-0.113,-0.07,-0.0266,-0.0932,-0.097,-0.0492
2021,2,5,39,0.0177,-0.184,0.104,0.0923,0.0759,0.0987,-0.0369,0.0849
2021,2,5,40,-0.131,-0.247,-0.137,-0.043,-0.109,-0.0906,-0.187,-0.0709
2021,2,5,41,-0.166,-0.339,-0.241,-0.162,-0.0654,-0.2,-0.254,-0.116
2021,2,5,42,-0.128,-0.322,-0.19,-0.101,-0.0052,-0.143,-0.233,-0.0556
2021,2,5,43,-0.0538,-0.135,-0.0689,0.00154,-0.0259,-0.0345,-0.0959,-0.0099
2021,2,5,44,-0.165,-0.254,-0.207,-0.0827,-0.0533,-0.147,-0.233,-0.0705
2021,2,5,45,-0.09406374840449024,-0.20056608508348797,-0.09716050108851673,-0.04494361716415164,-0.024090612677371174,-0.0752944669423997,-0.13578504345083486,-0.049158480700552065
2021,2,5,46,-0.111,-0.209,-0.0788,-0.0834,-0.0435,-0.081,-0.145,-0.0665
2021,2,5,47,-0.0826,-0.275,-0.0934,-0.0497,-0.0239,-0.0789,-0.114,-0.0396
2021,2,5,48,-0.321,-0.269,-0.491,-0.193,-0.113,-0.416,-0.43,-0.144
2021,2,5,49,0.0933,-0.152,0.171,0.2,0.0962,0.181,0.0552,0.157
2021,2,5,50,-0.0738,-0.191,-0.0471,-0.0674,-0.0294,-0.0557,-0.0939,-0.0509
2021,2,5,51,-0.124,-0.224,-0.151,-0.0979,0.0728,-0.128,-0.182,-0.0384
2021,2,5,52,-0.188,-0.296,-0.201,-0.14,-0.101,-0.172,-0.239,-0.126
2021,2,5,53,-0.0647,-0.12,-0.0875,-0.0226,-0.0159,-0.0565,-0.102,-0.0199
2021,2,12,1,-0.142,-0.271,-0.166,-0.12,-0.0933,-0.147,-0.181,-0.108
2021,2,12,2,-0.197,-0.24,-0.29,-0.192,-0.115,-0.24,-0.281,-0.151
2021,2,12,3,-0.132,-0.39,-0.0884,-0.113,-0.0489,-0.0998,-0.189,-0.0813
2021,2,12,4,-0.09,-0.111,-0.0703,-0.0986,-0.0809,-0.0843,-0.0897,-0.0904
2021,2,12,5,-0.0962,-0.242,-0.057,-0.0779,-0.0359,-0.0662,-0.126,-0.0607
2021,2,12,6,-0.104,-0.269,-0.135,-0.0813,-0.032,-0.112,-0.157,-0.0587
2021,2,12,7,-0.108,-0.16,-0.123,-0.0742,-0.069,-0.0993,-0.142,-0.0716
2021,2,12,8,-0.141,-0.231,-0.137,-0.107,-0.0441,-0.124,-0.182,-0.0812
2021,2,12,9,-0.134,-0.305,-0.209,-0.127,-0.0578,-0.165,-0.217,-0.0937
2021,2,12,10,-0.113,-0.176,-0.0996,-0.114,-0.056,-0.106,-0.134,-0.0888
2021,2,12,11,-0.117,-0.189,-0.152,-0.0382,0.0219,-0.105,-0.172,-0.0131
2021,2,12,12,-0.106,-0.205,-0.166,-0.123,-0.0366,-0.142,-0.172,-0.0773
2021,2,12,13,-0.0876,-0.231,-0.0594,-0.000776,-0.00671,-0.0328,-0.148,-0.00335
2021,2,12,14,-0.118,-0.153,-0.0966,-0.141,-0.0656,-0.116,-0.126,-0.106
2021,2,12,15,-0.0674,-0.134,-0.117,-0.033,0.0428,-0.0757,-0.126,0.000594
2021,2,12,16,-0.128,-0.274,-0.156,-0.0956,-0.0386,-0.124,-0.203,-0.0679
2021,2,12,17,-0.0461,-0.114,-0.07,-0.0134,0.0355,-0.0419,-0.0919,0.00737
2021,2,12,18,-0.0729,-0.162,-0.0628,-0.0703,0.00957,-0.0666,-0.106,-0.0384
2021,2,12,19,-0.0451,-0.131,-0.0588,0.000979,0.0658,-0.0319,-0.0944,0.0267
2021,2,12,20,-0.048,-0.0459,-0.0874,-0.033,-0.00937,-0.0612,-0.0645,-0.0238
2021,2,12,21,-0.26,-0.206,-0.411,-0.262,-0.181,-0.323,-0.393,-0.216
2021,2,12,22,-0.0525,-0.126,-0.0413,0.247,0.226,0.0323,-0.104,-0.049158480700552065
2021,2,12,23,-0.152,-0.344,-0.219,-0.109,-0.0091,-0.163,-0.264,-0.0627
2021,2,12,24,-0.188,-0.42,-0.249,-0.163,-0.0661,-0.207,-0.275,-0.125
2021,2,12,25,-0.153,-0.292,-0.21,-0.172,-0.0563,-0.19,-0.231,-0.108
2021,2,12,26,-0.053,-0.0986,-0.0817,-0.00316,0.0182,-0.0445,-0.0912,0.00533
2021,2,12,27,-0.124,-0.234,-0.109,-0.103,-0.0294,-0.106,-0.164,-0.075
2021,2,12,28,-0.0346,-0.391,0.0118,-0.0278,-0.0218,-0.0125,-0.0615,-0.0247
2021,2,12,29,-0.182,-0.277,-0.362,-0.156,-0.0784,-0.257,-0.351,-0.109
2021,2,12,30,-0.117,-0.198,-0.128,-0.0736,-0.088,-0.101,-0.156,-0.0799
2021,2,12,31,-0.0925,-0.155,-0.0982,-0.0439,-0.0335,-0.0712,-0.13,-0.0399
2021,2,12,32,-0.0453,-0.132,-0.0138,0.0582,-0.0622,0.0146,-0.0748,0.0132
2021,2,12,33,-0.0842,-0.217,-0.0705,-0.0216,-0.0156,-0.0515,-0.126,-0.0192
2021,2,12,34,-0.0175,-0.232,-0.0195,0.00273,0.0671,-0.0117,-0.0497,0.0263
2021,2,12,35,-0.0879,-0.295,-0.118,-0.0692,-0.0259,-0.0952,-0.143,-0.0489
2021,2,12,36,-0.105,-0.226,-0.171,-0.0809,-0.00277,-0.122,-0.195,-0.0411
2021,2,12,37,-0.139,-0.273,-0.146,-0.107,-0.00164,-0.126,-0.207,-0.064
2021,2,12,38,-0.0737,-0.0726,-0.111,-0.0666,-0.0353,-0.0904,-0.0936,-0.0516
2021,2,12,39,0.0224,-0.202,0.113,0.105,0.0956,0.109,-0.0413,0.101
2021,2,12,40,-0.136,-0.255,-0.143,-0.0469,-0.114,-0.0954,-0.194,-0.0753
2021,2,12,41,-0.16,-0.334,-0.232,-0.158,-0.0612,-0.194,-0.245,-0.112
2021,2,12,42,-0.124,-0.323,-0.179,-0.103,0.00322,-0.139,-0.226,-0.0528
2021,2,12,43,-0.049,-0.126,-0.0652,0.0071,-0.025,-0.0299,-0.0901,-0.00629
2021,2,12,44,-0.162,-0.247,-0.201,-0.0902,-0.046,-0.148,-0.226,-0.0719
2021,2,12,45,-0.09406374840449024,-0.20056608508348797,-0.09716050108851673,-0.04494361716415164,-0.024090612677371174,-0.0752944669423997,-0.13578504345083486,-0.049158480700552065
2021,2,12,46,-0.111,-0.207,-0.078,-0.0859,-0.0402,-0.0817,-0.144,-0.0665
2021,2,12,47,-0.073,-0.271,-0.0798,-0.0453,-0.0163,-0.0683,-0.101,-0.034
2021,2,12,48,-0.326,-0.274,-0.5,-0.224,-0.0959,-0.43,-0.438,-0.147
2021,2,12,49,0.0959,-0.147,0.18,0.179,0.112,0.18,0.0625,0.152
2021,2,12,50,-0.0708,-0.186,-0.0514,-0.0585,-0.023,-0.0545,-0.0952,-0.0431
2021,2,12,51,-0.125,-0.233,-0.154,-0.0947,0.0826,-0.128,-0.188,-0.0329
2021,2,12,52,-0.186,-0.293,-0.194,-0.143,-0.0989,-0.17,-0.235,-0.126
2021,2,12,53,-0.0736,-0.129,-0.104,-0.0354,-0.00675,-0.0714,-0.115,-0.0237
2021,2,19,1,-0.13,-0.264,-0.15,-0.112,-0.0794,-0.134,-0.167,-0.097
2021,2,19,2,-0.193,-0.236,-0.283,-0.191,-0.111,-0.236,-0.275,-0.148
2021,2,19,3,-0.128,-0.386,-0.0826,-0.112,-0.0461,-0.096,-0.183,-0.0792
2021,2,19,4,-0.0981,-0.113,-0.0807,-0.117,-0.0806,-0.0985,-0.0963,-0.0999
2021,2,19,5,-0.0948,-0.239,-0.054,-0.0805,-0.0336,-0.0657,-0.123,-0.0613
2021,2,19,6,-0.0943,-0.263,-0.119,-0.0781,-0.023,-0.102,-0.142,-0.0529
2021,2,19,7,-0.108,-0.162,-0.117,-0.0791,-0.0672,-0.0988,-0.14,-0.0732
2021,2,19,8,-0.138,-0.227,-0.134,-0.109,-0.0332,-0.123,-0.179,-0.0777
2021,2,19,9,-0.131,-0.306,-0.204,-0.127,-0.0527,-0.163,-0.213,-0.0911
2021,2,19,10,-0.12,-0.191,-0.1,-0.132,-0.0485,-0.115,-0.141,-0.0954
2021,2,19,11,-0.126,-0.197,-0.159,-0.0536,0.0141,-0.115,-0.18,-0.0253
2021,2,19,12,-0.0967,-0.198,-0.151,-0.118,-0.0269,-0.133,-0.158,-0.0695
2021,2,19,13,-0.0882,-0.231,-0.0565,-0.00876,-0.00313,-0.0348,-0.146,-0.00632
2021,2,19,14,-0.113,-0.141,-0.101,-0.137,-0.0594,-0.117,-0.122,-0.101
2021,2,19,15,-0.0684,-0.132,-0.116,-0.0377,0.04,-0.0777,-0.124,-0.00325
2021,2,19,16,-0.14,-0.277,-0.183,-0.115,-0.0322,-0.148,-0.221,-0.0749
2021,2,19,17,-0.0427,-0.107,-0.066,-0.0136,0.0381,-0.04,-0.0864,0.00834
2021,2,19,18,-0.0683,-0.146,-0.0629,-0.0646,0.00659,-0.0637,-0.0988,-0.0362
2021,2,19,19,-0.032,-0.108,-0.0434,0.00324,0.0746,-0.0224,-0.0756,0.0316
2021,2,19,20,-0.0648,-0.0835,-0.0951,-0.0403,-0.0133,-0.0687,-0.0887,-0.0297
2021,2,19,21,-0.242,-0.198,-0.399,-0.238,-0.164,-0.304,-0.381,-0.196
2021,2,19,22,-0.0576,-0.121,-0.0646,0.253,0.176,0.0165,-0.106,-0.049158480700552065
2021,2,19,23,-0.15,-0.349,-0.221,-0.106,8.98e-05,-0.163,-0.267,-0.0567
2021,2,19,24,-0.179,-0.415,-0.237,-0.156,-0.0606,-0.197,-0.264,-0.118
2021,2,19,25,-0.15,-0.293,-0.211,-0.171,-0.0492,-0.191,-0.232,-0.104
2021,2,19,26,-0.057,-0.112,-0.075,-0.0136,0.0255,-0.0459,-0.0957,0.00199
2021,2,19,27,-0.13,-0.242,-0.116,-0.108,-0.0274,-0.112,-0.171,-0.0773
2021,2,19,28,-0.0348,-0.389,0.0121,-0.0277,-0.0229,-0.0124,-0.0609,-0.0252
2021,2,19,29,-0.181,-0.265,-0.364,-0.154,-0.0772,-0.256,-0.351,-0.108
2021,2,19,30,-0.117,-0.206,-0.133,-0.0662,-0.0838,-0.0996,-0.163,-0.0739
2021,2,19,31,-0.0949,-0.159,-0.096,-0.0495,-0.0342,-0.0729,-0.131,-0.0437
2021,2,19,32,-0.0389,-0.121,-0.012,0.0672,-0.0611,0.0193,-0.0683,0.0192
2021,2,19,33,-0.0826,-0.21,-0.0687,-0.035,-0.000873,-0.0556,-0.122,-0.0216
2021,2,19,34,-0.0082,-0.224,-0.00184,-0.000289,0.0723,-0.00129,-0.0335,0.0263
2021,2,19,35,-0.077,-0.288,-0.0999,-0.0693,-0.0108,-0.0857,-0.126,-0.0419
2021,2,19,36,-0.102,-0.231,-0.165,-0.0789,0.00364,-0.118,-0.193,-0.0368
2021,2,19,37,-0.137,-0.266,-0.145,-0.104,-0.00587,-0.124,-0.203,-0.0638
2021,2,19,38,-0.0756,-0.0701,-0.116,-0.0652,-0.0411,-0.0927,-0.0954,-0.0537
2021,2,19,39,0.0255,-0.226,0.115,0.122,0.119,0.118,-0.0516,0.121
2021,2,19,40,-0.134,-0.24,-0.144,-0.0443,-0.12,-0.0947,-0.187,-0.0765
2021,2,19,41,-0.152,-0.327,-0.218,-0.153,-0.054,-0.185,-0.232,-0.106
2021,2,19,42,-0.122,-0.311,-0.182,-0.0998,0.00311,-0.139,-0.224,-0.051
2021,2,19,43,-0.0436,-0.12,-0.0611,0.013,-0.018,-0.025,-0.0856,7.84e-05
2021,2,19,44,-0.163,-0.246,-0.209,-0.0936,-0.0346,-0.153,-0.229,-0.0692
2021,2,19,45,-0.09406374840449024,-0.20056608508348797,-0.09716050108851673,-0.04494361716415164,-0.024090612677371174,-0.0752944669423997,-0.13578504345083486,-0.049158480700552065
2021,2,19,46,-0.11,-0.204,-0.0821,-0.0824,-0.0403,-0.0823,-0.144,-0.0646
2021,2,19,47,-0.0601,-0.263,-0.0616,-0.0395,-0.00731,-0.0542,-0.0842,-0.0269
2021,2,19,48,-0.328,-0.252,-0.508,-0.23,-0.0986,-0.438,-0.438,-0.151
2021,2,19,49,0.0903,-0.146,0.171,0.164,0.119,0.168,0.0573,0.145
2021,2,19,50,-0.0672,-0.17,-0.0488,-0.0623,-0.0189,-0.0546,-0.0881,-0.0436
2021,2,19,51,-0.124,-0.234,-0.146,-0.0916,0.0697,-0.122,-0.184,-0.0353
2021,2,19,52,-0.183,-0.287,-0.2,-0.134,-0.0964,-0.169,-0.236,-0.12
2021,2,19,53,-0.0797,-0.133,-0.116,-0.0433,-0.00403,-0.0811,-0.124,-0.0273
2021,2,26,1,-0.124,-0.262,-0.146,-0.106,-0.0708,-0.129,-0.163,-0.0895
2021,2,26,2,-0.189,-0.234,-0.278,-0.185,-0.11,-0.23,-0.27,-0.145
2021,2,26,3,-0.126,-0.386,-0.0803,-0.11,-0.042,-0.0939,-0.182,-0.0762
2021,2,26,4,-0.0997,-0.117,-0.0904,-0.115,-0.0742,-0.102,-0.103,-0.0959
2021,2,26,5,-0.093,-0.233,-0.0521,-0.0805,-0.033,-0.0646,-0.12,-0.061
2021,2,26,6,-0.0912,-0.261,-0.115,-0.0771,-0.0189,-0.0988,-0.138,-0.0505
2021,2,26,7,-0.109,-0.166,-0.122,-0.0733,-0.0675,-0.0983,-0.144,-0.0704
2021,2,26,8,-0.135,-0.224,-0.133,-0.107,-0.0277,-0.121,-0.177,-0.0739
2021,2,26,9,-0.129,-0.312,-0.204,-0.125,-0.0475,-0.161,-0.213,-0.0875
2021,2,26,10,-0.124,-0.204,-0.112,-0.124,-0.0397,-0.118,-0.154,-0.0874
2021,2,26,11,-0.126,-0.213,-0.152,-0.046,0.0241,-0.108,-0.186,-0.0167
2021,2,26,12,-0.0913,-0.195,-0.145,-0.108,-0.0252,-0.125,-0.152,-0.0642
2021,2,26,13,-0.0863,-0.229,-0.0564,-0.00298,-0.00412,-0.0322,-0.145,-0.00347
2021,2,26,14,-0.111,-0.125,-0.112,-0.138,-0.0552,-0.124,-0.119,-0.0995
2021,2,26,15,-0.0659,-0.127,-0.117,-0.0335,0.0418,-0.076,-0.122,-0.000136
2021,2,26,16,-0.137,-0.278,-0.197,-0.0943,-0.0289,-0.144,-0.23,-0.0626
2021,2,26,17,-0.0339,-0.0944,-0.0569,-0.00544,0.042,-0.0314,-0.0757,0.0147
2021,2,26,18,-0.0631,-0.113,-0.0767,-0.0574,0.00512,-0.067,-0.0922,-0.0325
2021,2,26,19,-0.0309,-0.101,-0.0543,0.00614,0.0832,-0.0271,-0.0774,0.0368
2021,2,26,20,-0.0636,-0.0834,-0.0984,-0.0404,-0.000524,-0.0705,-0.0901,-0.0248
2021,2,26,21,-0.239,-0.196,-0.395,-0.237,-0.16,-0.302,-0.377,-0.193
2021,2,26,22,-0.0554,-0.113,-0.0733,0.252,0.164,0.00987,-0.102,-0.049158480700552065
2021,2,26,23,-0.146,-0.345,-0.216,-0.105,0.00471,-0.16,-0.262,-0.0541
2021,2,26,24,-0.172,-0.411,-0.232,-0.14,-0.0588,-0.187,-0.259,-0.108
2021,2,26,25,-0.147,-0.291,-0.208,-0.171,-0.0443,-0.189,-0.229,-0.101
2021,2,26,26,-0.0584,-0.135,-0.0642,-0.0205,0.0589,-0.0435,-0.104,0.0111
2021,2,26,27,-0.127,-0.243,-0.118,-0.0966,-0.0273,-0.108,-0.173,-0.0703
2021,2,26,28,-0.0334,-0.382,0.00934,-0.0265,-0.0196,-0.0127,-0.0618,-0.0229
2021,2,26,29,-0.18,-0.268,-0.366,-0.152,-0.0743,-0.257,-0.353,-0.105
2021,2,26,30,-0.118,-0.213,-0.152,-0.045,-0.0805,-0.0987,-0.177,-0.0605
2021,2,26,31,-0.0967,-0.165,-0.102,-0.0439,-0.0343,-0.073,-0.137,-0.0403
2021,2,26,32,-0.0358,-0.122,-0.00671,0.0718,-0.0566,0.0243,-0.066,0.0238
2021,2,26,33,-0.0794,-0.212,-0.0652,-0.0351,0.0155,-0.0535,-0.121,-0.0153
2021,2,26,34,-0.00278,-0.222,0.00298,0.00949,0.0741,0.00527,-0.0292,0.0331
2021,2,26,35,-0.0716,-0.286,-0.0949,-0.0662,-0.00143,-0.0816,-0.122,-0.0359
2021,2,26,36,-0.103,-0.231,-0.17,-0.0789,0.00747,-0.121,-0.196,-0.0349
2021,2,26,37,-0.131,-0.264,-0.141,-0.0964,0.00569,-0.118,-0.199,-0.0549
2021,2,26,38,-0.0764,-0.0783,-0.122,-0.0612,-0.0328,-0.0939,-0.102,-0.0476
2021,2,26,39,0.0275,-0.217,0.115,0.124,0.114,0.119,-0.047,0.119
2021,2,26,40,-0.131,-0.239,-0.141,-0.0374,-0.124,-0.0895,-0.185,-0.0739
2021,2,26,41,-0.149,-0.325,-0.215,-0.151,-0.051,-0.182,-0.229,-0.103
2021,2,26,42,-0.122,-0.303,-0.184,-0.0967,-0.00377,-0.138,-0.222,-0.0526
2021,2,26,43,-0.0441,-0.12,-0.0686,0.0138,-0.0119,-0.0284,-0.0895,0.00312
2021,2,26,44,-0.166,-0.251,-0.225,-0.0812,-0.0353,-0.156,-0.239,-0.0623
2021,2,26,45,-0.09406374840449024,-0.20056608508348797,-0.09716050108851673,-0.04494361716415164,-0.024090612677371174,-0.0752944669423997,-0.13578504345083486,-0.049158480700552065
2021,2,26,46,-0.11,-0.202,-0.0887,-0.0745,-0.0409,-0.082,-0.146,-0.0603
2021,2,26,47,-0.0533,-0.259,-0.0562,-0.0336,0.00692,-0.0487,-0.079,-0.0178
2021,2,26,48,-0.324,-0.227,-0.508,-0.216,-0.109,-0.434,-0.431,-0.151
2021,2,26,49,0.087,-0.133,0.159,0.16,0.117,0.159,0.054,0.142
2021,2,26,50,-0.0742,-0.167,-0.0642,-0.0661,-0.0234,-0.065,-0.0975,-0.0476
2021,2,26,51,-0.122,-0.243,-0.137,-0.0872,0.0672,-0.115,-0.183,-0.0334
2021,2,26,52,-0.18,-0.279,-0.208,-0.126,-0.086,-0.17,-0.237,-0.111
2021,2,26,53,-0.0711,-0.127,-0.107,-0.0294,0.000664,-0.0702,-0.116,-0.0172
2021,3,5,1,-0.128,-0.265,-0.153,-0.107,-0.0746,-0.134,-0.169,-0.0921
2021,3,5,2,-0.189,-0.236,-0.282,-0.18,-0.108,-0.23,-0.274,-0.142
2021,3,5,3,-0.125,-0.388,-0.0819,-0.106,-0.0401,-0.093,-0.184,-0.0733
2021,3,5,4,-0.0846,-0.12,-0.0699,-0.0801,-0.0688,-0.0749,-0.0938,-0.0748
2021,3,5,5,-0.09,-0.229,-0.0499,-0.0754,-0.0331,-0.0612,-0.117,-0.0581
2021,3,5,6,-0.0933,-0.263,-0.122,-0.0753,-0.0172,-0.102,-0.145,-0.0487
2021,3,5,7,-0.103,-0.167,-0.113,-0.0613,-0.0636,-0.0876,-0.14,-0.0625
2021,3,5,8,-0.132,-0.219,-0.131,-0.102,-0.0266,-0.118,-0.174,-0.0711
2021,3,5,9,-0.127,-0.303,-0.205,-0.12,-0.0462,-0.16,-0.214,-0.0846
2021,3,5,10,-0.114,-0.199,-0.106,-0.0973,-0.0427,-0.102,-0.148,-0.0735
2021,3,5,11,-0.111,-0.207,-0.13,-0.0201,0.0387,-0.0847,-0.173,0.00447
2021,3,5,12,-0.0925,-0.198,-0.151,-0.104,-0.0275,-0.125,-0.158,-0.0635
2021,3,5,13,-0.0818,-0.222,-0.0528,0.00734,-0.00986,-0.0255,-0.14,-0.000108
2021,3,5,14,-0.109,-0.127,-0.11,-0.13,-0.0533,-0.119,-0.119,-0.0945
2021,3,5,15,-0.06,-0.125,-0.109,-0.0278,0.0502,-0.0691,-0.117,0.00677
2021,3,5,16,-0.115,-0.268,-0.158,-0.0629,-0.027,-0.109,-0.202,-0.0455
2021,3,5,17,-0.0221,-0.0767,-0.0473,0.0051,0.0503,-0.0213,-0.062,0.0243
2021,3,5,18,-0.0597,-0.107,-0.0865,-0.0502,0.0205,-0.0683,-0.0955,-0.022
2021,3,5,19,-0.0326,-0.0972,-0.0746,0.0155,0.0896,-0.034,-0.0858,0.0449
2021,3,5,20,-0.0475,-0.063,-0.0873,-0.0279,0.0207,-0.0587,-0.0739,-0.00889
2021,3,5,21,-0.25,-0.199,-0.399,-0.249,-0.176,-0.311,-0.381,-0.207
2021,3,5,22,-0.0496,-0.113,-0.0512,0.222,0.212,0.0186,-0.097,-0.049158480700552065
2021,3,5,23,-0.142,-0.339,-0.209,-0.0993,0.00242,-0.153,-0.255,-0.052
2021,3,5,24,-0.168,-0.414,-0.234,-0.128,-0.057,-0.181,-0.261,-0.0999
2021,3,5,25,-0.143,-0.288,-0.202,-0.163,-0.0434,-0.182,-0.224,-0.0971
2021,3,5,26,-0.0516,-0.139,-0.0494,-0.0057,0.0643,-0.0287,-0.0999,0.0222
2021,3,5,27,-0.126,-0.244,-0.116,-0.0826,-0.0438,-0.1,-0.173,-0.0679
2021,3,5,28,-0.0332,-0.39,0.00509,-0.0244,-0.0174,-0.013,-0.0668,-0.0208
2021,3,5,29,-0.178,-0.278,-0.363,-0.147,-0.0736,-0.252,-0.352,-0.102
2021,3,5,30,-0.106,-0.192,-0.144,-0.0336,-0.0753,-0.0887,-0.163,-0.0518
2021,3,5,31,-0.0949,-0.162,-0.107,-0.0372,-0.0301,-0.0724,-0.138,-0.0345
2021,3,5,32,-0.0348,-0.126,-0.00956,0.0831,-0.0484,0.0271,-0.0696,0.0339
2021,3,5,33,-0.0737,-0.218,-0.0609,-0.0239,0.034,-0.0465,-0.121,-0.00121
2021,3,5,34,-0.00504,-0.226,-0.00443,0.0188,0.0687,0.00375,-0.0359,0.037
2021,3,5,35,-0.073,-0.288,-0.103,-0.061,-0.00171,-0.0834,-0.129,-0.0333
2021,3,5,36,-0.104,-0.229,-0.176,-0.0815,0.00996,-0.125,-0.199,-0.0349
2021,3,5,37,-0.123,-0.264,-0.125,-0.0889,0.00983,-0.107,-0.191,-0.0487
2021,3,5,38,-0.0768,-0.0854,-0.126,-0.0594,-0.0238,-0.0954,-0.108,-0.0424
2021,3,5,39,0.0305,-0.195,0.116,0.12,0.104,0.118,-0.0363,0.113
2021,3,5,40,-0.128,-0.245,-0.132,-0.0315,-0.118,-0.0823,-0.183,-0.0683
2021,3,5,41,-0.152,-0.328,-0.221,-0.15,-0.0531,-0.185,-0.235,-0.104
2021,3,5,42,-0.123,-0.305,-0.181,-0.0965,-0.00922,-0.136,-0.221,-0.0551
2021,3,5,43,-0.046,-0.124,-0.0657,0.0146,-0.0212,-0.0265,-0.0898,-0.000342
2021,3,5,44,-0.163,-0.253,-0.218,-0.0724,-0.037,-0.148,-0.238,-0.0578
2021,3,5,45,-0.09406374840449024,-0.20056608508348797,-0.09716050108851673,-0.04494361716415164,-0.024090612677371174,-0.0752944669423997,-0.13578504345083486,-0.049158480700552065
2021,3,5,46,-0.108,-0.202,-0.0881,-0.0749,-0.036,-0.0819,-0.146,-0.0584
2021,3,5,47,-0.0521,-0.262,-0.0611,-0.0265,0.0197,-0.0496,-0.0837,-0.00849
2021,3,5,48,-0.315,-0.223,-0.504,-0.203,-0.0896,-0.428,-0.426,-0.135
2021,3,5,49,0.0938,-0.128,0.163,0.193,0.0962,0.174,0.0583,0.153
2021,3,5,50,-0.0791,-0.183,-0.0707,-0.0548,-0.0369,-0.0639,-0.107,-0.047
2021,3,5,51,-0.117,-0.249,-0.126,-0.0829,0.083,-0.107,-0.179,-0.025
2021,3,5,52,-0.181,-0.292,-0.21,-0.12,-0.0767,-0.168,-0.244,-0.104
2021,3,5,53,-0.0624,-0.126,-0.0919,-0.0198,0.00761,-0.0575,-0.107,-0.00864
2021,3,12,1,-0.133,-0.268,-0.158,-0.111,-0.0822,-0.138,-0.174,-0.0974
2021,3,12,2,-0.187,-0.236,-0.283,-0.177,-0.105,-0.229,-0.275,-0.139
2021,3,12,3,-0.125,-0.385,-0.0839,-0.103,-0.0421,-0.0927,-0.184,-0.0729
2021,3,12,4,-0.0801,-0.118,-0.0637,-0.0706,-0.0692,-0.0671,-0.0898,-0.07
2021,3,12,5,-0.0906,-0.236,-0.0446,-0.0782,-0.035,-0.0594,-0.116,-0.0605
2021,3,12,6,-0.0968,-0.265,-0.127,-0.0763,-0.0222,-0.105,-0.149,-0.0515
2021,3,12,7,-0.0949,-0.161,-0.101,-0.059,-0.0513,-0.0808,-0.132,-0.0552
2021,3,12,8,-0.128,-0.209,-0.131,-0.0993,-0.0264,-0.117,-0.169,-0.0691
2021,3,12,9,-0.128,-0.288,-0.204,-0.117,-0.0548,-0.157,-0.211,-0.087
2021,3,12,10,-0.111,-0.188,-0.102,-0.0911,-0.0546,-0.0969,-0.141,-0.0752
2021,3,12,11,-0.108,-0.197,-0.134,-0.019,0.0377,-0.0862,-0.169,0.00471
2021,3,12,12,-0.0965,-0.201,-0.158,-0.111,-0.0266,-0.132,-0.164,-0.0665
2021,3,12,13,-0.0778,-0.216,-0.0491,0.00997,-0.00646,-0.0223,-0.135,0.00286
2021,3,12,14,-0.108,-0.131,-0.112,-0.125,-0.0499,-0.118,-0.122,-0.0897
2021,3,12,15,-0.0562,-0.123,-0.1,-0.024,0.0496,-0.0627,-0.112,0.00858
2021,3,12,16,-0.113,-0.26,-0.15,-0.0705,-0.0237,-0.109,-0.194,-0.0478
2021,3,12,17,-0.0173,-0.0734,-0.0404,0.0122,0.0515,-0.0143,-0.0569,0.0289
2021,3,12,18,-0.0795,-0.112,-0.142,-0.0565,0.0167,-0.099,-0.129,-0.0273
2021,3,12,19,-0.0267,-0.0848,-0.0708,0.0175,0.0938,-0.031,-0.0777,0.0478
2021,3,12,20,-0.0432,-0.0572,-0.079,-0.0314,0.0274,-0.0561,-0.067,-0.0084
2021,3,12,21,-0.257,-0.202,-0.401,-0.25,-0.189,-0.312,-0.383,-0.215
2021,3,12,22,-0.0436,-0.117,-0.0194,0.264,0.182,0.053,-0.091,-0.049158480700552065
2021,3,12,23,-0.138,-0.331,-0.203,-0.0904,-0.00426,-0.146,-0.248,-0.0503
2021,3,12,24,-0.163,-0.412,-0.225,-0.126,-0.0526,-0.176,-0.253,-0.097
2021,3,12,25,-0.138,-0.285,-0.195,-0.156,-0.0413,-0.175,-0.218,-0.0925
2021,3,12,26,-0.0482,-0.133,-0.038,-0.00196,0.0473,-0.0209,-0.0913,0.0177
2021,3,12,27,-0.128,-0.239,-0.119,-0.0855,-0.0539,-0.103,-0.172,-0.0735
2021,3,12,28,-0.0351,-0.397,0.00516,-0.0252,-0.0209,-0.0135,-0.068,-0.0229
2021,3,12,29,-0.176,-0.274,-0.36,-0.137,-0.0782,-0.246,-0.349,-0.102
